title,combined_features,id
Paper Towns,Drama Mystery Romance friendship high school teenager classmate based on young adult novel Nat Wolff Cara Delevingne Justice Smith Austin Abrams Halston Sage Jake Schreier,286565
My Baby's Daddy,Comedy birth expectant mother fatherhood baby born woman director Eddie Griffin Anthony Anderson Michael Imperioli Method Man Paula Jai Parker Cheryl Dunye,26710
Nebraska,Drama Adventure montana small town dementia aging road trip Bruce Dern Will Forte Bob Odenkirk June Squibb Stacy Keach Alexander Payne,129670
Tales from the Crypt: Demon Knight,Horror Comedy Thriller prostitute key jesus christ chosen one god Billy Zane William Sadler Jada Pinkett Smith Brenda Bakke CCH Pounder Ernest R. Dickerson,9059
Max Keeble's Big Move,Comedy Family Fantasy Science Fiction others Alex D. Linz Zena Grey Nora Dunn Larry Miller Josh Peck Tim Hill,34549
Young Adult,Comedy Drama jealousy dark comedy writer divorce alcoholic Charlize Theron Patton Oswalt Patrick Wilson Elizabeth Reaser Collette Wolfe Jason Reitman,57157
Crank,Action Thriller Crime poison helicopter assassin nudity hitman Jason Statham Amy Smart Jose Pablo Cantillo Efren Ramirez Dwight Yoakam Brian Taylor,1948
Def Jam's How to Be a Player,Comedy Romance sex party friends player Bill Bellamy Lark Voorhies Bernie Mac Elise Neal Lionel C. Martin,28353
Living Out Loud,Comedy Drama Romance female protagonist relationship divorce brooklyn bridge Holly Hunter Danny DeVito Queen Latifah Martin Donovan Rachael Leigh Cook Richard LaGravenese,46889
Just Wright,Comedy Drama Romance woman director Queen Latifah Common Paula Patton James Pickens Jr. Phylicia Rash\u0101d Sanaa Hamri,38093
Rachel Getting Married,Drama sister independent film maid of honor Anne Hathaway Rosemarie DeWitt Sebastian Stan Roslyn Ruff Bill Irwin Jonathan Demme,14976
The Postman Always Rings Twice,Romance Crime Drama sex adultery confession based on novel obsession Jack Nicholson Jessica Lange John Colicos Michael Lerner Anjelica Huston Bob Rafelson,11027
Girl with a Pearl Earring,Drama Romance painter biography painting maid Scarlett Johansson Colin Firth Cillian Murphy Tom Wilkinson Judy Parfitt Peter Webber,3635
Das Boot,Action Drama History War Adventure terror submarine based on novel atlantic ocean gibraltar J\u00fcrgen Prochnow Herbert Gr\u00f6nemeyer Klaus Wennemann Hubertus Bengsch Martin Semmelrogge Wolfgang Petersen,387
Sorority Boys,Comedy sorority cross dressing university t shirt sorority girl Barry Watson Michael Rosenbaum Harland Williams Melissa Sagemiller Tony Denman Wallace Wolodarsky,6020
About Time,Comedy Drama Science Fiction london england father son relationship time travel Domhnall Gleeson Rachel McAdams Bill Nighy Lydia Wilson Lindsay Duncan Richard Curtis,122906
House of Flying Daggers,Adventure Drama Action Romance martial arts swordplay government rebellion dagger Takeshi Kaneshiro Andy Lau Zhang Ziyi Song Dandan Zhao Hongfei Zhang Yimou,9550
Arbitrage,Drama Thriller cover-up hedge fund Richard Gere Susan Sarandon Tim Roth Brit Marling Monica Raymund Nicholas Jarecki,60599
Project Almanac,Science Fiction Thriller time travel time machine teenager found footage Jonny Weston Virginia Gardner Sofia Black-D'Elia Sam Lerner Allen Evangelista Dean Israelite,227719
Cadillac Records,Drama History Music woman director Adrien Brody Jeffrey Wright Beyonc\u00e9 Knowles Gabrielle Union Columbus Short Darnell Martin,14299
Screwed,Action Comedy others Norm Macdonald Dave Chappelle Danny DeVito Elaine Stritch Daniel Benzali Scott Alexander,19419
Fortress,Action Thriller Science Fiction prison cyborg married couple future dystopia Christopher Lambert Kurtwood Smith Loryn Locklin Clifton Collins Jr Jeffrey Combs Stuart Gordon,12088
For Your Consideration,Comedy Drama others Catherine O'Hara Harry Shearer Parker Posey Christopher Moynihan John Michael Higgins Christopher Guest,14799
Celebrity,Drama Comedy exzentrik independent film reporter ex-wife spectacle Kenneth Branagh Judy Davis Joe Mantegna Leonardo DiCaprio Charlize Theron Woody Allen,9466
Running with Scissors,Drama Comedy gay sister sister relationship wife husband relationship 1970s becoming an adult Annette Bening Brian Cox Joseph Cross Joseph Fiennes Evan Rachel Wood Ryan Murphy,7510
From Justin to Kelly,Comedy Romance musical Kelly Clarkson Justin Guarini  Brandon Henschel Greg Siff Brian Dietzen Robert Iscove,31246
Girl 6,Comedy independent film neighbor masturbation phone sex actress Theresa Randle Isaiah Washington Spike Lee Jenifer Lewis Debi Mazar Spike Lee,61752
In the Cut,Mystery Thriller eroticism suspense woman director Meg Ryan Mark Ruffalo Jennifer Jason Leigh Nick Damici Heather Litteer Jane Campion,10944
Two Lovers,Drama Romance love of one's life neighbor Joaquin Phoenix Gwyneth Paltrow Isabella Rossellini Vinessa Shaw Moni Moshonov James Gray,10362
Last Orders,Comedy Drama based on novel war veteran male friendship death of a friend friendship Michael Caine Tom Courtenay David Hemmings Bob Hoskins Helen Mirren Fred Schepisi,14778
The Host,Horror Drama Science Fiction river mobile phone bravery archer daughter Song Kang-ho Park Hae-il Bae Doona Ko Ah-sung Byun Hee-bong Bong Joon-ho,1255
The Pursuit of D.B. Cooper,Adventure Crime Thriller others Robert Duvall Treat Williams Kathryn Harrold Ed Flanders Paul Gleason Roger Spottiswoode,45226
Ravenous,Comedy Horror Thriller Western winter cliff cooking cave nudity Guy Pearce Robert Carlyle David Arquette Jeremy Davies Neal McDonough Antonia Bird,10212
Charlie Bartlett,Comedy Drama depression suicide attempt medicine new love drug addiction Anton Yelchin Robert Downey Jr. Hope Davis Kat Dennings Tyler Hilton Jon Poll,8669
The Great Beauty,Comedy Drama alcohol rome vatican based on novel birthday Toni Servillo Carlo Verdone Sabrina Ferilli Carlo Buccirosso Iaia Forte Paolo Sorrentino,179144
The Dangerous Lives of Altar Boys,Comedy Drama independent film Emile Hirsch Kieran Culkin Jodie Foster Vincent D'Onofrio Jena Malone Peter Care,16857
Stoker,Drama Horror Thriller mystery Mia Wasikowska Nicole Kidman Matthew Goode Dermot Mulroney Jacki Weaver Park Chan-wook,86825
2046,Fantasy Drama Science Fiction Romance free love hotel lovesickness sexuality kung fu Tony Leung Chiu-Wai Zhang Ziyi Faye Wong Takuya Kimura Gong Li Wong Kar-wai,844
Married Life,Crime Drama Romance sex jealousy lover (female) restaurant deceived husband Chris Cooper Pierce Brosnan Patricia Clarkson Rachel McAdams David Wenham Ira Sachs,8060
Duma,Adventure Drama Family adolescence loss of father lion south africa bullying Alex Michaeletos Campbell Scott Mary Makhatho Nthabiseng Kenoshi Hope Davis Carroll Ballard,15907
Ondine,Drama Romance alcohol mermaid wedding dress fishing net selkie Colin Farrell Alicja Bachleda-Curu\u015b Dervla Kirwan Alison Barry Marion O'Dwyer Neil Jordan,38448
Brother,Crime Drama Thriller brother brother relationship assassination culture clash war on drugs yakuza Takeshi Kitano Omar Epps Claude Maki Susumu Terajima Masaya Kato Takeshi Kitano,327
Welcome to Collinwood,Comedy safe remake heist inner city William H. Macy Isaiah Washington Sam Rockwell Michael Jeter Luis Guzm\u00e1n Anthony Russo,9260
Critical Care,Comedy Drama nun satire hospital half sister James Spader Kyra Sedgwick Helen Mirren Albert Brooks Anne Bancroft Sidney Lumet,61337
The Life Before Her Eyes,Thriller Drama Mystery suspense Uma Thurman Evan Rachel Wood Eva Amurri Martino Gabrielle Brennan Brett Cullen Vadim Perelman,13079
Darling Companion,Drama Romance aftercreditsstinger Diane Keaton Kevin Kline Sam Shepard Dianne Wiest Richard Jenkins Lawrence Kasdan,89325
Trade,Drama Thriller usa sex brother sister relationship mexico city border Kevin Kline Cesar Ramos Paulina Gaita\u0301n Alicja Bachleda-Curu\u015b Marco P\u00e9rez Marco Kreuzpaintner,4170
Fateless,War Drama budapest hungary concentration camp world war ii Marcell Nagy B\u00e9la D\u00f3ra B\u00e1lint P\u00e9ntek \u00c1ron Dim\u00e9ny P\u00e9ter Fancsikai Lajos Koltai,41508
Breakfast of Champions,Comedy wife husband relationship success author extramarital affair Bruce Willis Albert Finney Nick Nolte Barbara Hershey Glenne Headly Alan Rudolph,12479
"A Woman, a Gun and a Noodle Shop",Comedy Drama Thriller others Sun Honglei Xiao Shen Yang Yan Ni Ni Dahong Zhao Benshan Zhang Yimou,44555
Cypher,Thriller Science Fiction Mystery double life undercover lie wife company Jeremy Northam Lucy Liu Nigel Bennett Timothy Webber David Hewlett Vincenzo Natali,10133
City of Life and Death,Drama History War war crimes mass murder war victim sino japanese war massacre Liu Ye Gao Yuanyuan Hideo Nakaizumi John Paisley Beverly Peckous Lu Chuan,21345
Legend of a Rabbit,Animation Family Action Adventure Comedy others Jon Heder Tom Arnold Michael Clarke Duncan Rebecca Black Claire Geare Lijun Sun,173931
Space Battleship Yamato,Science Fiction others Hiroyuki Ikeuchi Takuya Kimura Meisa Kuroki Toshir\u014d Yanagiba Tsutomu Yamazaki Takashi Yamazaki,61984
5 Days of War,War Drama journalist interpreter georgia europe war zone Rupert Friend Val Kilmer Andy Garc\u00eda Dean Cain Emmanuelle Chriqui Renny Harlin,50601
Triangle,Horror ocean florida autism key yacht Melissa George Liam Hemsworth Emma Lung Rachael Carpani Michael Dorman Christopher Smith,26466
10 Days in a Madhouse,Drama undercover insane asylum reporter Caroline Barry Christopher Lambert Kelly LeBrock Julia Chantrey Alexandra Callas Timothy Hines,345003
Heaven is for Real,Drama based on novel faith based on true events Greg Kinnear Kelly Reilly Connor Corum Thomas Haden Church Jon Ted Wynne Randall Wallace,236751
Snatch,Thriller Crime gypsy bare knuckle boxing slang trailer park pig Jason Statham Brad Pitt Vinnie Jones Dennis Farina Benicio del Toro Guy Ritchie,107
Dancin' It's On,Drama Romance dancing competition hotel florida dance teacher Witney Carson Chehon Wespi-Tschopp Gary Daniels David Winters Jordan Clark David Winters,357837
Pet Sematary,Drama Horror coffin pet funeral head injury grief Dale Midkiff Fred Gwynne Denise Crosby Brad Greenquist Michael Lombard Mary Lambert,8913
Madadayo,Drama others Tatsuo Matsumura Ky\u00f4ko Kagawa Hisashi Igawa George Tokoro Masayuki Yui Akira Kurosawa,13889
The Cry of the Owl,Drama suspense Paddy Considine Julia Stiles Caroline Dhavernas James Gilbert Karl Pruner Jamie Thraves,18530
A Tale of Three Cities,Drama History Romance woman director Lau Ching-Wan Tang Wei Qin Hailu Jing Boran  Mabel Cheung,358451
Gremlins,Fantasy Horror Comedy holiday monster small town department store bars and restaurants Zach Galligan Phoebe Cates Hoyt Axton Polly Holliday Dick Miller Joe Dante,927
Star Wars,Adventure Action Science Fiction android galaxy hermit death star lightsaber Mark Hamill Harrison Ford Carrie Fisher Peter Cushing Alec Guinness George Lucas,11
Dirty Grandpa,Comedy grandfather grandson relationship grandfather road trip wedding retired Zac Efron Robert De Niro Julianne Hough Aubrey Plaza Dermot Mulroney Dan Mazer,291870
Doctor Zhivago,Drama Romance War love triangle nurse suicide attempt loss of family world war i Omar Sharif Julie Christie Geraldine Chaplin Rod Steiger Alec Guinness David Lean,907
Trash,Adventure Crime Drama Thriller brazilian drama thriller Rickson Tevez Eduardo Luis Gabriel Weinstein Rooney Mara Selton Mello Stephen Daldry,206563
High School Musical 3: Senior Year,Comedy Drama Family Music Romance musical music high school coming of age teenager Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu Kenny Ortega,11887
The Fighter,Drama sport irish american documentary crew lowell massachusetts blue collar worker Mark Wahlberg Christian Bale Amy Adams Melissa Leo Mickey O'Keefe David O. Russell,45317
Jackass Number Two,Action Comedy Documentary wound disgust pain stunts stuntman Johnny Knoxville Bam Margera Steve-O Chris Pontius Ryan Dunn Jeff Tremaine,12094
My Cousin Vinny,Comedy Drama prison southern usa suspicion cousin court Joe Pesci Ralph Macchio Marisa Tomei Mitchell Whitfield Fred Gwynne Jonathan Lynn,10377
If I Stay,Drama coma musician teenage girl car accident teenager Chlo\u00eb Grace Moretz Jamie Blackley Liana Liberato Mireille Enos Stacy Keach R.J. Cutler,249164
Drive Hard,Action Comedy Crime others Thomas Jane John Cusack Zoe Ventoura Damien Garvey Christopher Morris Brian Trenchard-Smith,256092
Major League,Comedy baseball sport sabotage sombrero baseball field Tom Berenger Charlie Sheen Corbin Bernsen Margaret Whitton James Gammon David S. Ward,9942
St. Trinian's,Comedy Family Science Fiction solidarity snake exhibit musical shenanigan Talulah Riley Rupert Everett Gemma Arterton Colin Firth Lena Headey Barnaby Thompson,10748
Phone Booth,Thriller Drama terrorist phone booth psychopath Colin Farrell Kiefer Sutherland Forest Whitaker Radha Mitchell Katie Holmes Joel Schumacher,1817
A Walk to Remember,Drama Romance based on novel theatre group north carolina theatre milieu high school Mandy Moore Shane West Peter Coyote Daryl Hannah Lauren German Adam Shankman,10229
Dead Man Walking,Drama prison rape socially deprived family penalty death penalty Susan Sarandon Sean Penn Robert Prosky Raymond J. Barry R. Lee Ermey Tim Robbins,687
Cruel Intentions,Drama Romance Thriller upper class sexual obsession sex bet sadistic Sarah Michelle Gellar Ryan Phillippe Reese Witherspoon Selma Blair Louise Fletcher Roger Kumble,796
Saw VI,Horror Mystery aftercreditsstinger Tobin Bell Costas Mandylor Betsy Russell Mark Rolston Peter Outerbridge Kevin Greutert,22804
History of the World: Part I,Comedy moses roman empire musical stone age music Mel Brooks Dom DeLuise Madeline Kahn Harvey Korman Cloris Leachman Mel Brooks,10156
The Secret Life of Bees,Adventure woman director Dakota Fanning Queen Latifah Jennifer Hudson Sophie Okonedo Alicia Keys Gina Prince-Bythewood,12837
Corky Romano,Action Comedy Crime others Chris Kattan Vinessa Shaw Peter Falk Peter Berg Chris Penn Rob Pritts,17708
Raising Cain,Drama Horror Thriller Crime others John Lithgow Lolita Davidovich Steven Bauer Frances Sternhagen Gregg Henry Brian De Palma,13937
F.I.S.T.,Drama Action others Sylvester Stallone Rod Steiger Peter Boyle Melinda Dillon David Huffman Norman Jewison,28932
Invaders from Mars,Science Fiction space invasion remake alien invasion Karen Black Hunter Carson Timothy Bottoms Laraine Newman James Karen Tobe Hooper,31909
Brooklyn,Drama Romance love triangle based on novel homesickness vororte ship Saoirse Ronan Domhnall Gleeson Emory Cohen Jim Broadbent Julie Walters John Crowley,167073
Barry Lyndon,Drama Romance War palace british army fencing epic debt Ryan O'Neal Marisa Berenson Hardy Kr\u00fcger Diana K\u00f6rner Frank Middlemass Stanley Kubrick,3175
Out Cold,Comedy manager alcohol races mountains gondola Jason London Lee Majors Zach Galifianakis Victoria Silvstedt David Koechner Brendan Malloy,14369
The Ladies Man,Comedy female nudity tattoo radio cheat on husband eating contest Tim Meadows Karyn Parsons Billy Dee Williams John Witherspoon Jill Talley Reginald Hudlin,16888
Quartet,Drama Comedy Romance musician concert retired Maggie Smith Tom Courtenay Billy Connolly Pauline Collins Michael Gambon Dustin Hoffman,121826
Tomcats,Comedy Romance compulsive gambling roulette stag night group of friends Jerry O'Connell Shannon Elizabeth Jake Busey Horatio Sanz Bernie Casey Gregory Poirier,10646
Frailty,Drama Thriller Crime angel sheriff loss of mother 1970s texas Bill Paxton Matthew McConaughey Powers Boothe Matt O'Leary Jeremy Sumpter Bill Paxton,12149
Woman in Gold,Drama nazis based on true story art stolen painting Helen Mirren Ryan Reynolds Tatiana Maslany Katie Holmes Max Irons Simon Curtis,304357
Kinsey,Drama free love sex sexuality indiana professor Liam Neeson Laura Linney Chris O'Donnell Peter Sarsgaard Timothy Hutton Bill Condon,11184
